,auctionDate,auctionId,auctionName,currency,genre,guaranteeLine,highEst,id,isSold,lowEst,medium,salePrice,title,type,auctionYear,lot_desc
1210,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A GERMAN PARCEL-GILT SILVER ""WOMEN&#39;S GROUP"" TORAH SHIELD, MARKED GOTZ,...",15000,26,TRUE,10000,['Parcel-gilt silver'],18750,,"['Ceremonial & ritual', 'Judaica']",2013,"irregular outline, applied with columns topped by lions with ruby glass eyes holding a crown, central portion plaque compartment containing unengraved plaque, above two creatures with bird heads and fish tails, engraved in Hebrew with dedication and list of names marked 13 and Gotz length 10 3/8 in. 26.3cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> The inscription reads ""This breastplate dedicated to the synagogueof [Pallendar]? from the Women's Society whose names are inscribed in the year 1862""."
1211,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A GALICIAN SILVER FILIGREE HANUKAH LAMP, CIRCA 1860",9000,27,TRUE,7000,['Silver'],10000,,"['Ceremonial & ritual', 'Judaica']",2013,"of Bal Shem Tov type, with removable base panel with rack of lamps, scroll supports, and central plaque inscribed ""To kindle the lights of Hanukah""in Hebrew, all surmounted by a gallery and bright-cut crown, detachable filigree candle branches, metal backed marked on base panel ICP(?) and crossed swords over 13 length 10 3/4 in. 27.4cm"
1212,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A LARGE GERMAN SILVER-GILT TORAH SHIELD, MAGNUS UNSINN, AUGSBURG, 1864",40000,28,FALSE,30000,['Silver-gilt'],28750,,"['Ceremonial & ritual', 'Judaica']",2013,"centered by the Tablets at the base of a menorah, on panels of scalework and diaper, the base chased with figures of Moses and Aaron flanking an inscription, the sides with free-standing Corinthian columns, the top with a hand pouring a ewer (symbol of the Levites), compartment with one reversible portion plaque, hung with three bells marked near base height overall 161/2 in. 42cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> The inscription reads ""The holy congregation of Nordstetten"", with the names listed below."
1213,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A PAIR OF POLISH SILVER TEFFILIN CASES, R. HERSZ SZYLDBERG, WARSAW, 1866",6000,29,TRUE,5000,['Silver'],8750,,"['Ceremonial & ritual', 'Judaica']",2013,"cube form, the tops engraved with ""for the head"" and ""for the hand"" in Hebrew, the sides with sprays of single and double flowers fully marked on rims of bodies and hinged bases length 3 1/8 in. 8cm"
1214,17-Dec-13,judaica-n09060,Important Judaica,USD,['20th century'],"AN AMERICAN SILVER-GILT AND ENAMEL &#39;ENGAGEMENT&#39; PLATE, HENRYK WINOGRAD,...",7000,3,TRUE,5000,"['Enamel', 'Silver-gilt']",5000,,"['Ceremonial & ritual', 'Judaica', 'Plates salvers trays']",2013,"center with chased interior scene of a gentleman asking a father for his daughter'shand in marriage, border with cloisonn enamel beading, foliage, flowers and a Hebrew inscription that reads ""A Jewish daughter presents her fianc"" signed and dated on back diameter 10 7/8 in. 27.5cm Provenance  Property of the family"
1215,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],AN ENGLISH PARTIAL LINCOLN PATTERN PORCELAIN SERVICE WITH THE SASSOON...,7000,30,FALSE,5000,['Porcelain'],5625,,"['Basket and bowls', 'Judaica', 'Plates salvers trays']",2013,"in Imari style, borders with printed blue flowers and painted accents in iron red and gilt, border centered with the family crest and Hebrew motto ""Truth and Faith"",comprising: 4 dinner plates 4 soup plates 4 salad plates 1 sauce boat stand 1 large platter 14 peices marked on bases diameter of dinner plate 9 5/8 in.; length of platter 15 5/8 in. 24.4, 39.7cm Provenance  The Sassoon family, part of whose collection was offered in a Sotheby's single owner sale in Tel Aviv on October 25 and 27, 2000."
1216,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],A SET OF SIX ENGLISH PORCELAIN LARGE DINNER PLATES WITH THE MONTEFIORE...,9000,31,FALSE,7000,['Porcelain'],6875,,"['Judaica', 'Plates salvers trays']",2013,"shaped gilt gadroon rims and turquoise borders, centered by Montefiore crest within a garter bearing the family motto ""Think and Thank"" marked on bases diameter 11 in. 28cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> Sir Moses Haim Montefiore (1784-1885) was one of the most prominent Jews in 19th century Britain. Born in Livorno, Italy, he emigrated to London and married Judith Cohen, whose sister Hannah married Nathan Rothschild. The two gentlemen were in business together, but Montefiore retired in 1824, aged 40, to focus on philanthropy. He was elected Sheriff of London in 1836 and was knighted by Queen Victoria the following year. He traveled extensively to alleviate the plight of Jews, particularly in Russia and the near East, and he visited the Holy Land seven times, lastly aged 91. His legacy lives on in Montefiore Medical Center in the Bronx, Montefiore windmill in Jerusalem, and several synagogues bearing his name."
1217,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],MONTEFIORE AND THE DAMASCUS AFFAIR: AN IMPORTANT ENGLISH SILVER-GILT S...,50000,32,TRUE,30000,['Silver-gilt'],46875,,"['Judaica', 'Lighting']",2013,"lobed and fluted baluster form, chased with floral pendants and shellwork, engraved with presentation inscription, the detachable branches and central sconce with removable nozzles, weighted fully marked except for one nozzle height 32 in. 81.3cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> The inscription reads, ""Presented to D.W. WIRE ESQ. to commemorate the Event of his having accompanied SIR MOSES MONTEFIORE FRS on the MIssion to the East in the YEar 5600 - 1840 and in appreciation of his valuable services, When under the Blessing of the Almighty THE FALSITY OF THE CHARGES MADE AGAINST THE JEWS OF DAMASCUS AND RHODES WAS TRIUMPHANTLY SHOWN. The Prisoners were released from confinement the Fugitives were permitted to return to their Homes and Families and a Firman was obtained from HIS IMPERIAL MAJESTY ABDUL MEDJID Proclaiming the Innocence of the accused and securing to all persons of the Jewish religion under the Turkish Dominion equal rights with their fellow subjects."" TheDamascus affairwas an 1840 incident where thirteen notable members of the Jewish community in Damascus were falsely accused of the ritual murder ofa Christian monk. They were imprisoned and tortured, and several died as a result.The affair drew wide international attention, and SirMoses Haim Montefiore led a delegation to Mehmet Ali,the ruler ofSyriaand Egypt. The negotiations inAlexandria secured the release and recognition of innocence of the nine surviving prisoners. Later inConstantinople, Montefiore persuaded SultanAbdul Medjid Ito issue afirman that ensured the rights of the Jewish minority in theOttoman Empire. See Ronald Florence, Blood Libel: The Damascus Affair of 1840 , p.172 where Montefiore's travelling entourage is described as including ""the British lawyer and alderman D. N.(sic) Wire."""
1218,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A RARE ENGLISH SILVER SABBATH HANGING LAMP, THOMAS PAINE DEXTER, LONDON,...",50000,33,TRUE,30000,['Silver'],84375,,"['Ceremonial & ritual', 'Judaica']",2013,"the seven-lobed lamp suspended from an oviform spacer below a displayed eagle and bowl-shaped crown with waved rim, the drip-basin with pendant drop, complete with original top hook, all decorated with vertical lobes and straightgadroon borders fully marked on lamp and hook, part-marked on eagle, spacer (twice), drip pan, drop, and three connecting hooks diameter of lamp 8 1/4 in.; height overall 37 in. 21 cm; 94 cm"
1219,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A PAIR OF ITALIAN PARCEL-GILT SILVER TORAH FINIALS, FERRARA, EARLY 19TH...",30000,34,FALSE,20000,['Parcel-gilt silver'],21250,,"['Ceremonial & ritual', 'Judaica']",2013,"the five sides chased with scrolls and shells, applied with gilt Temple emblems including priestly garment, hat, and menorah behind pierced galleries, borders of stiff leaves, on tall staves hung with bells on chains marked throughout with maker's mark GFB, reversed F below, probably for Giuseppe Brunelli I (1783-1817) or Giuseppe Brunelli II (1817-1862) height 14 in. 35.6cm"
1220,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"AN ITALIAN SILVER SMALL ESTHER SCROLL CASE, POSSIBLY TURIN, CIRCA 1825...",12000,35,TRUE,10000,['Silver'],11250,,"['Ceremonial & ritual', 'Judaica']",2013,"deeply chased with vertical panels of classical foliage between flat-chased swags, flower-spray finial with stones in centers, baluster handle, fitted with contemporary parchment scroll, in contemporary fitted leather case with lock apparently unmarked, collector's red ink number J-290, possibly for Zagayski length 9 3/8 in. 23.7cm"
1221,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A UKRAINIAN SILVER SMALL TORAH SHIELD, EARLY 19TH CENTURY",7000,36,TRUE,5000,['Silver'],8125,,"['Ceremonial & ritual', 'Judaica']",2013,"arched rectangular, engraved with Hebrew inscripion flanked by chased lion and unicorn holding a crown and above acanthus foliage, beaded rim apparently unmarked height 7 in. 17.8 cm Provenance  Central Synagogue, New York Sotheby's New York, December 13, 2006, lot 25"
1222,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A CZECH SILVER TORAH SHIELD, MAKER&#39;S MARK FB, PRAGUE, 1826",10000,37,TRUE,7000,['Silver'],8750,,"['Ceremonial & ritual', 'Judaica']",2013,"with lions on pillars flanking the Tablets and supporting a crown, below a crown and drapery swags, all on matted ground, double-headed eagle finial marked on lower border and with 20th century Romanian control mark height without chains 12 1/8 in. 30.6cm"
1223,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A POLISH SILVER HANUKAH LAMP, CIRCA 1840",7000,38,TRUE,5000,['Silver'],9375,,"['Ceremonial & ritual', 'Judaica']",2013,"the box-form lamp compartment with hinged cover on four bracket feet, backplate tooled in trellis pattern centered by a chased floral spray and with chased scrolling leaf border marked on backplate with maker's mark (not clear) and 12 17.2cm length 6 3/4 in. Literature  This lamp or another of this model is illustrated in M. Narkiss, The Hanukkah Lamp , pl. LV, no.149."
1224,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A POLISH PARCEL-GILT SILVER FILIGREE SPICE TOWER, LATE 18TH CENTURY",15000,39,TRUE,10000,['Parcel-gilt silver'],16250,,"['Ceremonial & ritual', 'Judaica']",2013,"square tower form on bomb square base, with ropework galleries, the dome enclosing a bell, lion-form pennant and horn blower finial apparently unmarked. height 12 1/8 in. 30.8 cm Provenance  Zagayski Collection, J81"
1225,17-Dec-13,judaica-n09060,Important Judaica,USD,['20th century'],"A PAIR OF GOLD MINIATURE TORAH FINIALS, PROBABLY ISRAELI, MID 20TH CENTURY",8000,4,TRUE,6000,['Gold'],6250,,"['Ceremonial & ritual', 'Judaica']",2013,"derived from Dutch prototypes, the tiers chased with menorahs and Tablets between filigree galleries, flower finials, foliate chased bases and hung with bells apparently unmarked height 5 in. 12.6cm"
1226,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th/19th century'],"A POLISH SILVER FILIGREE SPICE TOWER, CIRCA 1800",9000,40,TRUE,7000,['Silver'],6875,,"['Ceremonial & ritual', 'Judaica']",2013,"square base, double tiered body enclosing a bell, twisted columns at the angles,lion-formpennant apparently unmarked height 11 in. 28cm"
1227,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A SILVER HANUKAH LAMP, PROBABLY POLISH, CIRCA 1840",30000,41,FALSE,20000,['Silver'],23750,,"['Ceremonial & ritual', 'Judaica']",2013,"the arched backplate chased with heart-shaped panel centered by a menorah, flanked by columns supporting vases of flowers, now surmounted by a cartouche engraved in Hebrew""Miracle of Hanukah"" within a wreath, the sides chased with exotic birds, the base applied with two spread-winged birds and later eagle displayed, the back with a door for access to rack of later monster-head lamps, on massive paw feet apparently unmarked length 12 5/8 in. 32cm"
1228,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A POLISH PARCEL-GILT SILVER TORAH SHIELD, EARLY 19TH CENTURY",15000,42,FALSE,10000,['Parcel-gilt silver'],4688,,"['Ceremonial & ritual', 'Judaica']",2013,"mounted with curved panels of the Tablets pierced with theDecalogueand flanked by matching pierced columns, all surmounted by a crown flanked by gilt lions, the base with lightly engraved Hebrew inscription, lacking portion plaque compartment marked with a stag, maker's mark and 12 height 7 5/8 in. 19.4cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> The inscription reads ""Jacob Dov and his wife Pessy Solomon""."
1229,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A GERMAN PARCEL-GILT SILVER TORAH SHIELD, MAKER&#39;S MARK AF OVER B, ALTENBERG,...",20000,43,TRUE,15000,['Parcel-gilt silver'],22500,,"['Ceremonial & ritual', 'Judaica']",2013,"chased with berried foliage and palm branches between fluted columns wrapped with flowers, applied with portion plaquecompartment containing single plaque below Tablets and lions holding crown below a floral wreath supported by birds, the back with contemporary inscription 'Rosette Rosenberg"" marked on back height overall 12 3/4 in. 32.3cm Provenance  Sotheby's, New York, December 15, 2010, lot 43"
1230,17-Dec-13,judaica-n09060,Important Judaica,USD,['19th century'],"A PAIR OF GERMAN PARCEL-GILT SILVER TORAH FINIALS, AUGSBURG, 1831",15000,44,TRUE,10000,['Parcel-gilt silver'],15000,,"['Ceremonial & ritual', 'Judaica']",2013,"pear form, chased with stiff leaves and pierced with band of quatrefoils in lattice, chased with palmettes between openings for bells, beaded crown and ball finial marked on staves with maker's mark MICHL and Augsburg city mark incorporating date and letter R height 9 1/2 in. 24 cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> The maker is probably Joseph Michael, born 1803, died after 1855; seeSeling, Augsburger Goldschmiede , no. 2737."
1231,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th/19th century'],"A GERMAN SILVER HANUKAH LAMP, FRIEDRICH WILHELM HOLTZAPFEL, HANAU, CIRCA...",20000,45,TRUE,15000,['Silver'],23750,,"['Ceremonial & ritual', 'Judaica']",2013,"the box form lamp compartment with hinged cover tooled in grid design, on four cast scroll feet, the arched backplate engraved with a menorah in bright-cut oval, the servant light support modeled in the form of a hand marked on base with maker's mark and city mark, the latter repeated on the back panel, side and servant light with later French control marks height 5 in. 12.7cm"
1232,17-Dec-13,judaica-n09060,Important Judaica,USD,"['18th/19th century', '18th century']","A GERMAN SILVER NEOCLASSICAL HANUKAH LAMP, MAKER&#39;S MARK GBB IN HEART,...",12000,46,TRUE,8000,['Silver'],12500,,"['Ceremonial & ritual', 'Judaica']",2013,"on four fluted toupie feet, hinged box-form lamp compartment with leaves at the ends, the backplate with bellflower border and acanthus corners above plain arch, topped by laurel garland enclosing flaming torches and open book, with servant light marked in lower corners of backplate GB over B in heart and 13 height 7 1/2 in. 19cm"
1233,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A PAIR OF DUTCH PARCEL-GILT SILVER TORAH FINIALS, LATE 18TH CENTURY",50000,47,FALSE,30000,['Parcel-gilt silver'],34375,,"['Ceremonial & ritual', 'Judaica']",2013,"hexagonal four-tiered filigree tower form, with gilt bells and openwork crown finials one section made from previously hallmarked piece byReynier Brandt, Amsterdam, 1769, otherwise apparently unmarked height 14 1/2 in. 37cm"
1234,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A PAIR OF DUTCH SILVER TORAH FINIALS, AMSTERDAM",20000,48,TRUE,10000,['Silver'],28750,,"['Ceremonial & ritual', 'Judaica']",2013,"in late 17th - early 18th century style, cast hexagonal baluster body with coronet-form galleries, hung with two rows of gilt bells, bud finials, the staves with beaded collars below leaf chased knops the staves with marks for Amsterdam and date letter E probably for 1739 or 64, otherwise apparently unmarked height 17 1/2 in. 44.5cm"
1235,17-Dec-13,judaica-n09060,Important Judaica,USD,"['18th/19th century', '18th century']","A RARE FRENCH SILVER SPICE TOWER, FRANCOIS-XAVIER-LOUIS BUCHLÉ, STRASBOURG,...",30000,49,TRUE,20000,['Silver'],42500,,"['Ceremonial & ritual', 'Judaica']",2013,"in the form of a square tower on stepped masonry base with four-compartment drawer, the double doors guarded by two soldiers, the sides matted between arched and grilled windows, the balustraded belfry with tiled roof, lacking flag finial marked throughout, the first standard mark overstruck with second standard height 10 5/8 in. 27cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> The form of this tower may be derived from the watch towers that surround the city of Strasbourg."
1236,17-Dec-13,judaica-n09060,Important Judaica,USD,['20th century'],A RARE PAIR OF SILVER AND HARDSTONE LARGE TORAH FINIALS WITH INLAID WOOD...,70000,5,TRUE,50000,"['Ivory', 'Hardstone', 'Silver']",62500,,"['Ceremonial & ritual', 'Judaica']",2013,"spherical bodies with filigree rosettes centered by hardstone cabochons, cupola tops with hardstone finials, hung with drops on chains, spiraled columns above staves with beaded bands, the turned wood stands with circular bases inlaid with roundels of the twelve tribes staves with engraved signature in Hebrew ""Bezalel Jerusalem"" height on stands 17 3/4 in. 45.2cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> A single finial of this model is in the Jewish Museum, New York, no. 1989-133, see Rafi Grafman, Crowning Glory, no. 375."
1237,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A GERMAN PARCEL-GILT SILVER TORAH FINIAL, JOHAN JACOB RUNNECKE, FÜRTH,...",9000,50,TRUE,6000,['Parcel-gilt silver'],6250,,"['Ceremonial & ritual', 'Judaica']",2013,"formed of two graduated sections, pierced with arches suspending bells, panels also pierced with husks and borders of ovals with alternating flowerheads, base with laurel swags, crown finial enclosing a bell and topped by later bird, lacking stave fully marked on each section, crown and top bell with maker's mark, city mark, 13 and date code P height 10 1/2 in. 26.7cm Provenance  Jacob Michael collection"
1238,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A GERMAN SILVER HANUKAH LAMP, ROTGER HERFURTH, FRANKFURT, CIRCA 1765",15000,51,FALSE,10000,['Silver'],9375,,"['Ceremonial & ritual', 'Judaica']",2013,"of typical form, the backplate pierced and chased with a crowned cartouche enclosing a menorah and flanked by lions, box-form base raised on four lion rampant supports, matching support for servant light (missing) marked on backplate, inside base and top of hinged cover length overall 7 1/4 in. 18.3cm"
1239,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A GERMAN PEWTER PASSOVER PLATE, SECOND HALF 18TH CENTURY",7000,52,TRUE,5000,['Other'],5000,,"['Ceremonial & ritual', 'Judaica']",2013,"circular, center engraved with a large sun enclosing a paschal lamb and with a flower between each ray, border inscribed in Hebrewwith the signs of the Seder marked on base with maker's mark GOTTLIEB IOHN 1728 ENGLISCH BLOCKZIN over angel, and two figure of Justice marks diameter 19 5/8 in. 50cm"
1240,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A DUTCH SILVER FESTIVAL AND SHABBAT HANGING LAMP, HARMANUS NIEUWENHUYS,...",120000,53,FALSE,80000,['Silver'],53125,,"['Ceremonial & ritual', 'Judaica']",2013,"the lamp of seven-pointed star form with partly-faceted baluster stem, baluster spacer and matching knop, above a plainsemi-circular drip pan and square acorn pendant, fully marked on central section, maker's mark and another mark on hook, maker's mark on spacer,traces of mark on drip pan; topped by a crown of alternating fleur-de-lys and strawberry leaves, with full set of London marks, Britannia standard, maker's mark indistinct height 34 1/2 in. 87.6cm Provenance  Sotheby's Amsterdam, May 8, 2006,lot 64"
1241,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A GERMAN SILVER SPICE TOWER, MID 18TH CENTURY",30000,54,TRUE,20000,['Silver'],31250,,"['Ceremonial & ritual', 'Judaica']",2013,"hexagonal body pierced with delicate fan and foliate motifs on a matted ground with brickwork corners, fitted with a door, applied with pierced gallery with baluster finials, conforming spire chased with tiles and applied with dormers, ball finial and pierced pennant, the base chased with shells in beaded and foliate frames below wirework stem, engraved in Hebrew and German apparently unmarked height 11 1/2 in. 29.2cm Provenance  Sotheby's New York, June 25,1990,lot 155"
1242,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A LARGE AND IMPORTANT GERMAN SILVER SPICE TOWER, MATHEUS STÄDLEIN, NUR...",100000,55,TRUE,70000,['Silver'],227000,,"['Ceremonial & ritual', 'Judaica']",2013,"shaped foot chased with strapwork, square body pierced with Gothic windows and engraved with doors, pierced gallery with corner turrets with flags, central hexagonal spire with scaled roof and ball and pennant finial marked on foot and on body below gallery height 16 5/8 in. 42.3cm Provenance  Jacob Michael Collection"
1243,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A GERMAN SILVER-GILT KIDDUSH CUP, MAKER&#39;S MARK H INCUSE, AUGSBURG, 1765-67",9000,56,FALSE,7000,['Silver-gilt'],6875,,"['Ceremonial & ritual', 'Judaica']",2013,"partly octagonal bowl chased with trailing grapevine and flowers, faceted baluster stem, scalloped base chased with overlapping shellwork marked on body height 5 3/8 in. 13.7cm Provenance  Purchased Sotheby's, Tel Aviv, April 15, 1998, lot 146 (part)."
1244,17-Dec-13,judaica-n09060,Important Judaica,USD,"['17th century', '18th century']","A SILVER SPICE TOWER, PROBABLY POLISH, CIRCA 1700",12000,57,TRUE,8000,['Silver'],18750,,"['Ceremonial & ritual', 'Judaica']",2013,"plain trumpet foot with baluster stem, hexagonal chamber and spire pierced and engraved with multiple flowerheads, angles applied with scroll brackets, pennant finial apparently unmarked height 7 1/4 in. 18.4cm"
1245,17-Dec-13,judaica-n09060,Important Judaica,USD,['18th century'],"A GERMAN PARCEL-GILT SILVER TORAH SHIELD, FRANKFURT AM MAIN, LATE 18TH...",20000,58,FALSE,15000,['Parcel-gilt silver'],15000,,"['Ceremonial & ritual', 'Judaica']",2013,"oval form backplate centered with aportion plaque compartment and a single reversible plaque, crimped edges, with boldly embossed andchased flowers, supporting a projecting crown, hung with a later bell marked with city mark on rim height overall 16 3/4 in. 42.5cm"
1246,17-Dec-13,judaica-n09060,Important Judaica,USD,"['17th century', '18th century']","AN ITALIAN SILVER FILIGREE AMULET, CIRCA 1700",7000,59,TRUE,5000,['Silver'],15000,,"['Ceremonial & ritual', 'Judaica']",2013,"with arched top, the body flanked by columns, all in foliate filigree apparently unmarked height 3 3/4 in. 9.6cm"
1247,17-Dec-13,judaica-n09060,Important Judaica,USD,['Israeli'],MORITZ DANIEL OPPENHEIM,300000,60,TRUE,200000,"['Oil', 'Painting', 'Canvas', 'Oil on canvas']",407000,THE KIDNAPPING OF EDGARDO MORTARA,['Religious'],2013,"Signed MOppenheim and dated 1862 (lower right) oil on canvas 21 9/16 by 27 1/4 in. 54.8 by 69.2 cm Painted in 1862. Provenance  Mrs. J. Sparrow, England, by 1963 Thence by descent in the family of the present owner"
1248,17-Dec-13,judaica-n09060,Important Judaica,USD,['Judaica'],ISIDOR KAUFMANN,150000,61,TRUE,100000,['Oil on canvas'],203000,PORTRAIT OF A YOUNG RABBI,['Figurative'],2013,"signed Isidor Kaufmann (lower right) oil on panel 8 1/4 by 6 3/4 in. 21 by 17 cm. Painted circa 1897. Provenance  Private Collection, England"
1249,17-Dec-13,judaica-n09060,Important Judaica,USD,['Judaica'],GEORG EMANUEL OPIZ,12000,62,TRUE,8000,"['Watercolour', 'Works on paper']",10000,THE PROPOSAL AND COMMOTION IN THE SCHOOL ROOM: TWO WATERCOLORS,['Figurative'],2013,"(i)signed G. Opiz del (lower left) (ii)signed G. Opiz del (lower left) both watercolor with gouache, pencil, pen and ink, brush and ink on wove paper (i) 6 3/4 by 7 7/8 in.; 17 by 20 cm. (ii) 8 1/2 by 7 1/4 in.; 21.5 by 18.5 cm."
1250,17-Dec-13,judaica-n09060,Important Judaica,USD,['Judaica'],*** LÖWIT,12000,64,FALSE,8000,['Oil on canvas'],6875,PORTRAIT OF RABBI KALMAN BETTELHEIM,['Figurative'],2013,"signed Lwit and dated 1846 (lower right) oil on canvas 26 by 20 7/8 in. 66 by 53 cm. Literature  Mult Es Jv (published 1911-1944), illustrated p. 182 (a copy of the page accompanies the lot)."
1251,17-Dec-13,judaica-n09060,Important Judaica,USD,['Israeli'],LAZAR KRESTIN,9000,66,TRUE,7000,['Oil on canvas'],9375,RABBI READING AND PORTRAIT OF A RABBI: TWO PAINTINGS,['Figurative'],2013,"(i) signed L. Krestin (upper left) (ii) signed L. Krestin (lower right) both oil on canvas (i) 21 5/8 by 17 3/4 in.; 54.9 by 45.1 cm. (ii) 10 3/8 by 8 3/8 in.; 26.4 by 21.3 cm. Provenance  Bela Michover, Vienna and Zagreb, a friend of the artist Erika Pavljovice (nee Michover), daughter of the above, who saved the paintings during the Second World War Miriam Friedman, cousin of the above"
1252,17-Dec-13,judaica-n09060,Important Judaica,USD,['Israeli'],MAURYCY MINKOWSKI,7000,67,TRUE,5000,['Watercolour'],5000,SHABBAT AFTERNOON,['Figurative'],2013,signed M. Minkowski and dated 1928 (lower right) watercolor on paper mounted on board 15 by 20 in. 38.1 by 50.8 cm. Executed in 1928.
1253,17-Dec-13,judaica-n09060,Important Judaica,USD,['Judaica'],ARTUR MARKOWICZ,6000,68,TRUE,4000,['Oil'],12500,CRACOW JEWISH QUARTER,['Landscape'],2013,signed A.Markowicz (lower right) oil on board 8 1/4 by 10 7/8 in. 21 by 27.5 cm.
1254,17-Dec-13,judaica-n09060,Important Judaica,USD,['Judaica'],BORIS SCHATZ,12000,69,TRUE,8000,['Oil on panel'],15000,ISAIAH,['Figurative'],2013,"signedandinscribed J erusalem in Hebrew (lower right):dated 1918 in Hebrew (upper portion of the frame); inscribed in Hebrew Hark! One Calleth: 'Clear ye in the wilderness the way of the Lord, make plain in the desert a highway for our God' (lower portion of theframe) Isaiah 40:3 oil on wood mounted in a Bezalel brass repousee frame 14 7/8 by 11 7/8 in. 37.8 by 30.2 cm. Painted in 1918."
1255,17-Dec-13,judaica-n09060,Important Judaica,USD,['20th century'],"A PAIR OF SILVER TORAH FINIALS, NEAR EASTERN, DATED 1934",18000,7,TRUE,15000,['Silver'],30000,,['Judaica'],2013,"of pear outline, both sides chased with bands of formal foliage, one side engraved in Hebrew with biblical verses and a memorial dedication, terminated with fish, the centers with Hebrew inscriptions and date, hung with numerous pear shaped bells, the staves chased with repeating flowers in relief apparently unmarked height 12 3/4 in. 32.4cm Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> The dedication reads translated ""Dedicated to the synagogue for the ascent of the soul of the young man, the precious Matitya, son of David Weill"". Center inscriptions read ""The crown of the Torah is beautiful and precious"" and ""Dedicated in the month of Adar in the year 1934""."
1256,17-Dec-13,judaica-n09060,Important Judaica,USD,['Israeli'],BORIS SCHATZ,12000,70,TRUE,8000,['Bronze'],11250,KABBALAT SHABBAT,['Figure'],2013,"signed in Hebrew, dated 1913 in Hebrew and inscribed Jerusalem in Hebrew (middle left); inscribed Welcoming the Sabbath in Hebrew (lower center);inscribed Come in peace, angels of peace in Hebrew (upper portion of the frame); inscribed Welcoming the Sabbath in Hebrew (lower portion of the frame) bronze cast plaque mounted in Bezalel brass repouse frame 19 3/4 by 12 1/8 in. 50.2 by 30.8 cm. Executed in 1913."
1257,17-Dec-13,judaica-n09060,Important Judaica,USD,['Judaica'],BORIS SCHATZ,12000,71,TRUE,8000,['Bronze'],11875,HAVDALAH,['Figurative'],2013,"signed in Hebrew and inscribed Jerusalem in Hebrew (lower right); inscribed Cup of salvation in Hebrew (middle left); inscribed Havdalah in Hebrew (lower center); inscribed Depart in peace, angels of peace in Hebrew (upper portion of the frame); inscribed Havdalah in Hebrew (lower portion of the frame) bronze cast plaque mounted in Bezalel brass repouse frame 19 3/4 by 12 1/8 in. 50.2 by 30.8 cm."
